Date,VTI
2025-01-17,294.27386474609375
2025-01-21,297.19476318359375
2025-01-22,298.6452331542969
2025-01-23,300.2149658203125
2025-01-24,299.3406677246094
2025-01-27,295.1679992675781
2025-01-28,297.701416015625
2025-01-29,296.4297180175781
2025-01-30,298.2875671386719
2025-01-31,296.65826416015625
2025-02-03,294.492431640625
2025-02-04,296.6284484863281
2025-02-05,297.9994812011719
2025-02-06,298.7346496582031
2025-02-07,296.0621643066406
2025-02-10,297.959716796875
2025-02-11,297.80078125
2025-02-12,296.81719970703125
2025-02-13,299.9169006347656
2025-02-14,299.8771667480469
2025-02-18,300.7216491699219
2025-02-19,301.14886474609375
2025-02-20,299.5294494628906
2025-02-21,293.99566650390625
2025-02-24,292.4955139160156
2025-02-25,291.04498291015625
2025-02-26,291.1443176269531
2025-02-27,286.6338806152344
2025-02-28,291.0549011230469
2025-03-03,285.83905029296875
2025-03-04,282.27239990234375
2025-03-05,285.4814147949219
2025-03-06,280.1761169433594
2025-03-07,281.4974670410156
2025-03-10,273.82769775390625
2025-03-11,271.91021728515625
2025-03-12,273.25146484375
2025-03-13,269.4165344238281
2025-03-14,275.1887512207031
2025-03-17,277.4638977050781
2025-03-18,274.47344970703125
2025-03-19,277.5930480957031
2025-03-20,276.9273986816406
2025-03-21,277.03668212890625
2025-03-24,282.16314697265625
2025-03-25,282.6399841308594
2025-03-26,279.3316650390625
2025-03-27,278.15020751953125
2025-03-28,272.60693359375
2025-03-31,274.0126953125
2025-04-01,274.93988037109375
2025-04-02,277.11334228515625
2025-04-03,263.1654357910156
2025-04-04,247.72207641601562
2025-04-07,246.91452026367188
2025-04-08,243.01629638671875
2025-04-09,267.671875
2025-04-10,256.65509033203125
2025-04-11,260.9521179199219
2025-04-14,263.3548889160156
2025-04-15,262.8962707519531
2025-04-16,257.4327697753906
2025-04-17,257.97113037109375
2025-04-21,251.83966064453125
2025-04-22,258.25030517578125
2025-04-23,262.64703369140625
2025-04-24,268.1802978515625
2025-04-25,269.8253479003906
2025-04-28,270.21417236328125
2025-04-29,271.8392639160156
2025-04-30,271.998779296875
2025-05-01,273.69366455078125
2025-05-02,277.9607849121094
2025-05-05,276.3855285644531
2025-05-06,274.1423034667969
2025-05-07,275.27886962890625
2025-05-08,277.4423522949219
2025-05-09,277.1332702636719
2025-05-12,286.4052734375
2025-05-13,288.34942626953125
2025-05-14,288.5388488769531
2025-05-15,289.7153015136719
2025-05-16,291.69927978515625
2025-05-19,291.9286193847656
2025-05-20,290.97149658203125
2025-05-21,285.90679931640625
2025-05-22,285.85693359375
2025-05-23,284.1820068359375
2025-05-27,290.02435302734375
2025-05-28,288.31951904296875
2025-05-29,289.2467041015625
2025-05-30,289.0074462890625
2025-06-02,290.48297119140625
2025-06-03,292.4869384765625
2025-06-04,292.4570007324219
2025-06-05,290.8418884277344
2025-06-06,294.2316589355469
2025-06-09,294.4709167480469
2025-06-10,296.0262451171875
2025-06-11,295.2386169433594
2025-06-12,296.1857604980469
2025-06-13,292.68634033203125
2025-06-16,295.5776062011719
2025-06-17,293.1150207519531
2025-06-18,293.2247009277344
2025-06-20,292.5467529296875
2025-06-23,295.3582458496094
2025-06-24,298.8078308105469
2025-06-25,298.4588928222656
2025-06-26,301.0311279296875
2025-06-27,302.3970031738281
2025-06-30,303.92999267578125
2025-07-01,303.92999267578125
2025-07-02,305.510009765625
2025-07-03,308.0299987792969
2025-07-07,305.6000061035156
2025-07-08,305.5799865722656
2025-07-09,307.5
2025-07-10,308.32000732421875
2025-07-11,307.0199890136719
2025-07-14,307.7200012207031
2025-07-15,306.1000061035156
2025-07-16,307.260009765625
2025-07-17,309.260009765625
2025-07-18,309.0899963378906
2025-07-21,309.44000244140625
2025-07-22,309.79998779296875
2025-07-23,312.4100036621094
2025-07-24,312.29998779296875
2025-07-25,313.69000244140625
2025-07-28,313.6000061035156
2025-07-29,312.6099853515625
2025-07-30,312.25
2025-07-31,310.8900146484375
2025-08-01,305.739990234375
2025-08-04,310.5299987792969
2025-08-05,309.1600036621094
2025-08-06,311.25
2025-08-07,311.07000732421875
2025-08-08,313.0299987792969
